Call Open Interest,Call Volume,Call Theta,Call Vega,Call Gamma,Call Delta,Call Ask,Strike,Put Ask,Put Delta,Put Gamma,Put Vega,Put Theta,Put Volume,Put Open Interest
377,18,-5.157,1.869,0.368,69,65.5,3850,18.75,30,0.369,1.866,-5.163,939,1605
15,5,-5.04,1.912,0.381,67,61.75,3855,19.75,32,0.384,1.908,-5.052,133,171
67,21,-4.919,1.953,0.394,66,58.0,3860,21.0,34,0.398,1.949,-4.93,118,877
26,9,-4.794,1.99,0.408,64,54.25,3865,22.25,35,0.412,1.987,-4.802,101,124
42,9,-4.662,2.023,0.423,62,50.5,3870,23.75,37,0.424,2.022,-4.664,61,328
409,101,-4.366,2.08,0.442,58,44.1,3875,27.33,42,0.442,2.08,-4.366,265,401
226,19,-4.53,2.051,0.443,60,46.41,3880,24.68,39,0.444,2.051,-4.531,334,326
311,81,-4.216,2.1,0.46,56,40.25,3885,28.5,44,0.46,2.099,-4.216,213,1627
323,125,-4.053,2.114,0.471,53,37.0,3890,30.5,46,0.467,2.114,-4.053,108,622
150,85,-3.884,2.122,0.478,51,34.0,3895,32.25,48,0.479,2.122,-3.884,139,258
525,324,-3.708,2.122,0.487,49,31.0,3900,34.5,51,0.483,2.122,-3.71,1100,1020
121,209,-3.527,2.114,0.491,46,28.25,3905,36.75,53,0.487,2.114,-3.531,152,370
330,165,-3.339,2.097,0.496,43,25.5,3910,200.0,48,0.082,2.121,-4.406,151,565
132,167,-3.156,2.072,0.492,41,23.25,3915,42.25,58,0.48,2.075,-3.177,164,232
391,293,-2.96,2.036,0.493,38,20.75,3920,44.75,61,0.48,2.041,-2.987,84,563
203,161,-3.376,2.09,0.27,43,45.0,3925,47.5,63,0.477,1.999,-2.799,20,550
221,447,-2.586,1.94,0.477,33,16.75,3930,50.5,66,0.469,1.948,-2.614,77,659
606,152,-2.404,1.881,0.466,31,15.0,3935,53.75,68,0.458,1.892,-2.437,8,226
609,203,-2.67,1.955,0.358,34,23.0,3940,57.25,70,0.443,1.831,-2.271,48,330
317,155,-2.041,1.737,0.438,26,11.75,3945,61.75,72,0.418,1.788,-2.166,7,254
